time(t), H.Exact(u), C.D(u1), C.D(v1), C.D(a1), N.L.A(u2), N.L.A(v2), N.L.A(a2)
7.92, 0.004038753261837386, -0.0005262760693386529, -0.051165528747724336, 0.05238186756010795, -0.00023175080863613762, -0.03516865854918082, 0.030158730647309895
7.94, 0.004034477010547734, -0.001539110270781118, -0.04925907021229906, 0.13826398598241962, -0.0009250632307342578, -0.0339611335228295, 0.09059377198782492
7.96, 0.004028926950013634, -0.0024966388778306153, -0.04515637023148959, 0.27200601209852693, -0.001578868837306123, -0.03105451165999904, 0.20006841429522382
7.98, 0.004022057591082068, -0.003345365080040702, -0.038872300441486464, 0.35640096690178624, -0.0021558026690921446, -0.026431735590857354, 0.26220919261894693
8.0, 0.0040138154919055384, -0.004051530895490074, -0.031128579053611174, 0.4179711718857427, -0.0026291768269243974, -0.020764744419312708, 0.3044899245355186
8.02, 0.004004141224445349, -0.004590508242185149, -0.02261439695252559, 0.4334470382228155, -0.002983572912819149, -0.014674823290942522, 0.3045021883015009
8.04, 0.0039929715173854, -0.0049561067735910975, -0.014071970171607162, 0.4207956398690274, -0.0032177413049700497, -0.008820634123765058, 0.28091672841624593
8.06, 0.003980241503837758, -0.005153387049049435, -0.005163790205071385, 0.4700223567845503, -0.003335115879675339, -0.002774085242425752, 0.32373815971768494
8.08, 0.003965887000142987, -0.005162658381793953, 0.004537958663692818, 0.5001525300918699, -0.0033239686842459703, 0.003982868202079989, 0.3519571847328892
8.1, 0.003949846742380063, -0.0049718687025017225, 0.013499396799858962, 0.3959912835247445, -0.003180643635103177, 0.010013449119930124, 0.2511009070521236
8.12, 0.003932064509850135, -0.004622682509799594, 0.02059941851990843, 0.31401088848020214, -0.0029350440891201287, 0.014302024587075775, 0.17775663966244104
8.14, 0.003912491069659161, -0.004147891961705385, 0.027273225860033747, 0.35336984553232953, -0.0026099731503744492, 0.018379025241075944, 0.22994342573757498
8.16, 0.0038910858834019938, -0.0035317534753982445, 0.03437917779299536, 0.35722534776383297, -0.002195063100928476, 0.023179022677368336, 0.25005631789166305
8.18, 0.0038678185255892764, -0.002772724849985571, 0.04094965535815775, 0.29982240875240773, -0.0016839962978738286, 0.02780141192454387, 0.21218260682588852
8.2, 0.003842669773551404, -0.0018937672610719344, 0.046283335430693594, 0.23354559850117715, -0.0010884595444975202, 0.03160586308909965, 0.16826250962968814
8.22, 0.0038156323397525124, -0.0009213914327578272, 0.04976369083524234, 0.11448994195369804, -0.0004289795769543708, 0.03402764385697623, 0.0739155671579681
8.24, 0.0037867112293749347, 9.678037233775929e-05, 0.05004965547972039, -0.08589347750589428, 0.0002547862073405666, 0.033770424258708465, -0.09963752698474515
8.26, 0.003755923718296707, 0.001080594786430988, 0.04698481075449429, -0.22059099501671536, 0.0009031527616862747, 0.030710509904286733, -0.20635390845743018
8.28, 0.003723298958784459, 0.0019761728025175307, 0.04225027922316759, -0.2528621581159544, 0.0014757696669312182, 0.026535055062742355, -0.21119157569700775
8.3, 0.003688877231972452, 0.0027706059553576916, 0.036757819106089315, -0.29638385359187286, 0.0019630458691243676, 0.02213323596045777, -0.2289903345314519
8.32, 0.0036527088771290735, 0.0034464855667611033, 0.030742367527752088, -0.3051613042418498, 0.002360866970519907, 0.017696596633729886, -0.21467359814133768
8.34, 0.0036148529374899056, 0.004000300656467775, 0.025015352835322958, -0.2675401650010633, 0.002675667609973463, 0.01397363863198699, -0.15762220203295207
8.36, 0.0035753755707702817, 0.004447099680174022, 0.01961227483696956, -0.2727676348342764, 0.002924287955296487, 0.010921996554809181, -0.14754200568483
8.38, 0.003534348279119263, 0.0047847916499465576, 0.013809354321101409, -0.3075244167525387, 0.003111643430644712, 0.0077347482494636525, -0.17118282484972358
8.4, 0.0034918460180593178, 0.004999473853018078, 0.007145377465944485, -0.3588732687631537, 0.003229136875953371, 0.0038663485458687854, -0.21565714550976356
8.42, 0.0034479452467518785, 0.005070606748584337, -0.0004909098276164323, -0.40475546059293804, 0.0032604440561499405, -0.0008800486071545493, -0.25898256979257006
8.44, 0.003402721982684852, 0.004979837459913421, -0.008822839082374759, -0.4284374648828946, 0.003189343442711772, -0.006315169103490447, -0.2845294798410196
8.46, 0.0033562499226058706, 0.004717693185289347, -0.017609917627471605, -0.45027038962679, 0.0030042654169855987, -0.012286070853534906, -0.3125606951634263
8.48, 0.0033085986883017874, 0.0042754407548145565, -0.026478469138073585, -0.436584761433407, 0.0026962499556761137, -0.018504570537718684, -0.30928927325495126
8.5, 0.0032598322507878343, 0.003658554419766403, -0.03445132492036627, -0.36070081679585864, 0.0022683834449139474, -0.02407794280633807, -0.24804795360698684
8.52, 0.003210007579812692, 0.002897387757999906, -0.04070245505771087, -0.26441219693860096, 0.0017423928110622232, -0.028262229929012637, -0.1703807586604693
8.54, 0.0031591735575492103, 0.0020304562174579682, -0.04485723727651151, -0.15106602494146235, 0.0011491575103701789, -0.030757027659176688, -0.07909901435593447
8.56, 0.0031073701862064456, 0.0011030982669394454, -0.046500863098501, -0.013296557257486564, 0.000525721556047459, -0.031210347686495266, 0.03376701162407869
8.58, 0.0030546281093778885, 0.00017042169351792806, -0.04594754733099602, 0.06862813400798433, -8.804796363516966e-05, -0.029982402695644558, 0.08902748746099398
8.6, 0.0030009684565640176, -0.0007348036263003956, -0.04404404068783984, 0.12172253030763365, -0.0006681627481803671, -0.027942687165100427, 0.11494406559341819
8.62, 0.0029464030098144242, -0.0015913399339956657, -0.040713788415044264, 0.21130269697192403, -0.0011998492402867642, -0.025017040141692926, 0.17762063674733408
8.64, 0.002890934681162218, -0.0023633551629021663, -0.03543173118389333, 0.31690302614316973, -0.0016593588551076432, -0.020668568307219325, 0.25722654670002676
8.66, 0.0028345582797959464, -0.003008609181351399, -0.02824911785697903, 0.40135830654826016, -0.0020172696411135766, -0.014921746753451605, 0.31745560867674616
8.68, 0.002777261539032149, -0.0034933198771813275, -0.019802411832529985, 0.44331229589664434, -0.002250845379830953, -0.008367423387470745, 0.3379767279213399
8.7, 0.0027190263653840557, -0.0038007056546525983, -0.011090217509884098, 0.4279071363679442, -0.0023527972402802586, -0.001937699571667735, 0.30499565365896153
8.72, 0.0026598302655963073, -0.0039369285775766915, -0.002988866216446285, 0.38222799297583715, -0.0023344572085518462, 0.003576447366007717, 0.24641904010858373
8.74, 0.002599647902613842, -0.00392026030331045, 0.00442064623653541, 0.3587232523223323, -0.0022157409604847524, 0.008190352076962804, 0.21497143098692484
8.76, 0.0025384527282040948, -0.003760102728115275, 0.011321752338205687, 0.3313873578446964, -0.0020109570496566463, 0.012187168160421086, 0.18471017735890305
8.78, 0.0024762186384301795, -0.0034673902097822223, 0.01753824299893504, 0.29026170822824016, -0.0017328707771411152, 0.015491502782898452, 0.14572328488883235
8.8, 0.0024129215983960226, -0.0030585730081578734, 0.022972485550088927, 0.25316254688714834, -0.0013959008249932038, 0.0181052544075015, 0.11565187757147122
8.82, 0.0023485411846148503, -0.0025484907877786653, 0.02747533441791061, 0.19712233989501998, -0.0010136247578435645, 0.019974382481728194, 0.07126092985119747
8.84, 0.002283061996897452, -0.001959559631441449, 0.03054062040900502, 0.10940625921442036, -0.000604665173198892, 0.020682563434732504, -0.00044283455076765676
8.86, 0.0022164748966748463, -0.0013268659714184645, 0.03180443179375098, 0.01697487926017563, -0.0001959387667278997, 0.019948262446691505, -0.07298726425333246
8.88, 0.0021487780349742, -0.0006873823596914096, 0.03205820885905391, 0.008402827270116145, 0.00018936402158584257, 0.01862876599621166, -0.05896238079465288
8.9, 0.0020799776406337013, -4.453761705630821e-05, 0.03222560672712925, 0.008336959537418172, 0.000551753973594909, 0.01769058461688319, -0.03485575713819511
8.92, 0.0020100885475166103, 0.0006016419093937605, 0.03183699077714138, -0.04719855453620557, 0.0008965721871380579, 0.016690120369087902, -0.06519066764133363
8.94, 0.0019391344481923861, 0.001228942014029347, 0.030194182280156464, -0.11708229516228563, 0.0012143890043273084, 0.014944188516625115, -0.10940251760494579
8.96, 0.0018671478705051521, 0.0018094092006000191, 0.027275982148726376, -0.17473771798072338, 0.0014892351849943417, 0.012432575242854217, -0.14175880977214472
8.98, 0.0017941698823574913, 0.002319981299978402, 0.023854641583811134, -0.16739633851080066, 0.00171160716789249, 0.009908235046735256, -0.11067520983975188
9.0, 0.0017202495386163246, 0.0027635948639524646, 0.020506545367349756, -0.16741328313533715, 0.0018890542942448484, 0.007907350957780761, -0.08941319905569811
9.02, 0.001645443092030071, 0.0031402431146723923, 0.016888615593552092, -0.19437969424442925, 0.0020287457568731967, 0.006033149469247689, -0.09800694979760927
9.04, 0.001569812997187351, 0.0034391394876945483, 0.012102645861128771, -0.2842172789979029, 0.002124844041150553, 0.0033285132010841666, -0.17245667701874323
9.06, 0.0014934267426349598, 0.003624348949117543, 0.0057062093460761455, -0.35542637250735964, 0.0021529834710068527, -0.0007115451535359123, -0.23154915844326474
9.08, 0.0014163555511306014, 0.003667387861537594, -0.000984945156854095, -0.3136890777856644, 0.0020957506118099095, -0.004846346988036975, -0.18193102500684155
9.1, 0.0013386729915007673, 0.0035849511428433793, -0.006427243987208871, -0.2305408052498132, 0.001968173084209118, -0.007624624913976359, -0.09589676758709653
9.12, 0.0012604535476193298, 0.0034102981020492393, -0.010738270764254888, -0.20056187245478846, 0.0017983709738943396, -0.0092620990433931, -0.0678506453545773
9.14, 0.0011817711905775922, 0.003155420312273184, -0.014950815281144168, -0.22069257923413957, 0.0015978096626144767, -0.010881492151647477, -0.09408866547085992
9.16, 0.0011026979991914264, 0.0028122654908034725, -0.019443167852394364, -0.2285426778908799, 0.0013601811658731254, -0.012940403553199128, -0.11180247468430515
9.18, 0.0010233028716408062, 0.0023776935981774092, -0.02377612737689744, -0.20475327455942727, 0.0010797040481128474, -0.0150727358108004, -0.10143075107582167
9.2, 0.0009436503673627772, 0.0018612203957275749, -0.027564054226399716, -0.1740394103907992, 0.0007589041757772208, -0.01696020171798497, -0.08731583964263478
9.22, 0.0008637997134606694, 0.0012751314291214206, -0.030869815890944115, -0.15653675606364006, 0.0004021290484864852, -0.018722707261214055, -0.08893471468027236
9.24, 0.000783804004027266, 0.0006264277600898102, -0.033096653379469994, -0.06614699278894773, 1.44934049789786e-05, -0.01981058485689516, -0.0198530448878369
9.26, 0.0007037096141120965, -4.873470605737906e-05, -0.03300615274952787, 0.07519705578315955, -0.00037781843914303295, -0.019027076455633042, 0.09820388501404942
9.28, 0.0006235558428210308, -0.0006938183498913045, -0.03081593181124465, 0.14382503804516208, -0.0007357617825036003, -0.016619387442959505, 0.14256501625330475
9.3, 0.0005433747924604107, -0.0012813719785071652, -0.027986357445626574, 0.13913239851664544, -0.0010415360703969656, -0.014053018460618849, 0.11407188198076135
9.32, 0.0004631914829768881, -0.0018132726477163676, -0.02527055813777126, 0.13244753226888614, -0.0013017155724662456, -0.01206160720896193, 0.08506924318493203
9.34, 0.0003830241934431988, -0.0022921943040180156, -0.022711829888644907, 0.12342529264374932, -0.001527878300486567, -0.010651887216973677, 0.055902756013893384
9.36, 0.00030288501523679725, -0.002721745843262164, -0.02020990671109241, 0.1267670251115004, -0.00173067566483797, -0.009674857778902013, 0.041800187793273214
9.38, 0.0002227805950713644, -0.003100590572461712, -0.017663498911315408, 0.12787375486619984, -0.0019166918407004117, -0.008970712699494964, 0.02861432014743226
9.4, 0.00014271304036777595, -0.00342828579971478, -0.015200514598240842, 0.11842467644125652, -0.0020917268713642793, -0.008599972402064542, 0.008459709595610487
9.42, 6.268095475699283e-05, -0.0037086111563913457, -0.012725872008112872, 0.12903958257154055, -0.0022617895100386317, -0.008394048092979887, 0.012132721312855477
9.44, -1.731943207420876e-05, -0.003937320680039295, -0.009624250083856015, 0.1811226098541452, -0.0024239949603395584, -0.007664048572307787, 0.06086723075435474
9.46, -9.7293078359135e-05, -0.004093581159745586, -0.005298477610496096, 0.2514546374818467, -0.002560412886639076, -0.005743264107855652, 0.13121121569085892
9.48, -0.00017724492732707612, -0.004149259784459139, 0.0003141422392041607, 0.3098073474881789, -0.002644926974580116, -0.002502697132353268, 0.19284548185937944
9.5, -0.00025717872649777193, -0.00408101547017742, 0.006977296756951741, 0.3565081042865791, -0.0026528674955830843, 0.0018858612956675078, 0.24601036094269824
9.52, -0.00033709590690640423, -0.0038701679141810693, 0.014040704686313615, 0.34983268864960826, -0.002565747831014491, 0.0068361234845270335, 0.24901585794325398
9.54, -0.00041699455738577015, -0.0035193872827248753, 0.020847898384664845, 0.33088668118551495, -0.0023796346906526673, 0.011754565505786935, 0.2428283441827359
9.56, -0.0004968685253709288, -0.0030362519787944754, 0.02732623902607274, 0.3169473829552744, -0.002095882667671514, 0.01662538899377181, 0.24425400461575064
9.58, -0.0005767066710907938, -0.0024263377216819657, 0.03323552230371554, 0.27398094480900625, -0.0017162185734210776, 0.02125629610386432, 0.21883670639349972
9.6, -0.0006564922966345034, -0.0017068310866458537, 0.03747596838488593, 0.1500636633080328, -0.001254276522698412, 0.024590348336736196, 0.1145685168936863
9.62, -0.000736202765412897, -0.0009272989862865287, 0.03891278798798988, -0.006381702997636739, -0.0007485503796669732, 0.025532539612306573, -0.020349389336649537
9.64, -0.0008158093211790108, -0.00015031956712625844, 0.03776895308057311, -0.10800178774403962, -0.0002472444838566613, 0.02433429904030013, -0.09947466786399595
9.66, -0.0008952771092351103, 0.000583459136936396, 0.034997234036707126, -0.16917011664255918, 0.0002169560602234281, 0.021956230210053114, -0.13833221516070715
9.68, -0.000974565395950147, 0.0012495697943420267, 0.031017650970195845, -0.22878819000856926, 0.0006258576389385939, 0.018806098538775712, -0.17668095196703426
9.7, -0.0010536279764468961, 0.0018241651757442297, 0.02584235852284847, -0.2887410547261683, 0.0009639515284434649, 0.014868695867849564, -0.21705931512558152
9.72, -0.0011324137544891206, 0.0022832641352559654, 0.019953693213948083, -0.3001254761638702, 0.001218290937583258, 0.01058411278652566, -0.21139899300680964
9.74, -0.001210867473383302, 0.002622312904302153, 0.01439135809169651, -0.25610803606128707, 0.0013915327555077618, 0.00693203704569238, -0.15380858107651862
9.76, -0.0012889305722632465, 0.002858918458923826, 0.01001147754318408, -0.18188001878995586, 0.001504987263715692, 0.004692187950569962, -0.07017632843572352
9.78, -0.0013665421385766333, 0.0030227720060295163, 0.006973848786831472, -0.12188285684530502, 0.001589129908153714, 0.003938784048920604, -0.005164061729212577
9.8, -0.0014436399250386046, 0.0031378724103970847, 0.004546055426914251, -0.12089647914641709, 0.001667001643653903, 0.003854832844479253, -0.0032310587149229075
9.82, -0.0015201613978216833, 0.0032046142231060863, 0.0015511399842541734, -0.17859506511959064, 0.0017394373196098602, 0.0031879962915843142, -0.06345259657457114
9.84, -0.0015960447823433893, 0.0031999180097672516, -0.002411359329216223, -0.21765486622744898, 0.0017875220317083455, 0.0014712401973498766, -0.1082230128488727
9.86, -0.0016712300736857289, 0.0031081598499374374, -0.006747387640840177, -0.21594796493494636, 0.0017948217441704649, -0.0007652933968931316, -0.11543034657542817
9.88, -0.0017456599803944452, 0.0029300225041336446, -0.011088473595531688, -0.2181606305342047, 0.0017554907809038756, -0.003214754230447845, -0.12951573678004308
9.9, -0.0018192807730863759, 0.00266462090611617, -0.015779197160568664, -0.250911725969493, 0.0016621625763179639, -0.006274564859190649, -0.17646532609423704
9.92, -0.001892043012838453, 0.002298854617710898, -0.02081974548115913, -0.25314310608955354, 0.0015001585293376598, -0.009986824067721937, -0.1947605947588913
9.94, -0.0019639021386124115, 0.0018318310868698047, -0.025000870459364305, -0.16496939173096348, 0.0012661510898139326, -0.013179861845526284, -0.12454318302154288
9.96, -0.0020348188978363056, 0.0012988197993363257, -0.02713562011161378, -0.04850557349398332, 0.0009840962962612246, -0.014703063511638201, -0.02777698358964864
9.98, -0.002104759609550652, 0.0007464062824052534, -0.027073169720299627, 0.054750612625399195, 0.0006899769964900746, -0.014433998106499608, 0.05468352410350885
10.0, -0.002173696255058023, 0.00021589301052434077, -0.02532542704366859, 0.12002365503770394, 0.00041518835401604893, -0.012897135399139727, 0.09900274663247988
10.02, -0.002241606396608441, -0.0002666107993414903, -0.022653302478196965, 0.1471888015094589, 0.0001775169792614633, -0.01084646288123319, 0.10606450515817434
10.04, -0.0023084729301300943, -0.0006902390886035379, -0.019595884680321488, 0.15855297827808873, -1.8669513773673528e-05, -0.008795693244385883, 0.09901245852655638
10.06, -0.0023742836832021546, -0.00105044618655435, -0.016580028109362682, 0.14303267881779191, -0.000176881482835958, -0.007130533455836471, 0.06750352032838514
10.08, -0.002439030874203875, -0.0013534402129780452, -0.013988964730005342, 0.11607365911794204, -0.00030865273331247235, -0.006179655863088068, 0.027584238946455564
10.1, -0.002502710452718264, -0.0016100047757545636, -0.011767258406112242, 0.10609697327136808, -0.0004280373932262116, -0.005824229650349311, 0.0079583823274203
10.12, -0.002565321344697521, -0.0018241305492225348, -0.009618701533869659, 0.10875871395289022, -0.0005431692699170449, -0.005700906026200573, 0.0043739800874535995
10.14, -0.00262686462851488, -0.00199475283710935, -0.007395711683318281, 0.1135402711022475, -0.0006561798737456166, -0.005593518322759141, 0.006364790256689679
10.16, -0.002687342669763711, -0.002119959016555266, -0.004772366074481612, 0.1487942897814194, -0.0007643941853841175, -0.005108758002823754, 0.042111241736849214
10.18, -0.0027467582434806807, -0.0021856474800886145, -0.0012996389922794826, 0.19847841843879357, -0.0008546022930192616, -0.003734812556992605, 0.09528330284626585
10.2, -0.0028051136723550294, -0.0021719445762464454, 0.0030091417919081713, 0.2323996599799718, -0.0009075587877626435, -0.0014266821259847164, 0.13552974025452313
10.22, -0.002862410008461684, -0.0020652818084122876, 0.007671100179396182, 0.23379617876882924, -0.0009082857674432578, 0.0013890198973320477, 0.14604046207715327
10.24, -0.0029186462841700816, -0.0018651005690705981, 0.011872602387587099, 0.18635404205026246, -0.0008536658529034887, 0.003954542765529739, 0.11051182474261578
10.26, -0.002973818855209488, -0.0015903777129088036, 0.014928359222185023, 0.11922164140952984, -0.0007559790020986572, 0.00563882384223908, 0.057916282928317964
10.28, -0.003027920855513878, -0.0012679662001831972, 0.01681050200450775, 0.06899263682274301, -0.0006338606869184544, 0.006460936763269091, 0.02429500917468297
10.3, -0.003080941779545237, -0.0009179576327284936, 0.017970269313583927, 0.04698409408487446, -0.0005000578593164643, 0.006905600522013512, 0.02017136669975872
10.32, -0.003132867203438168, -0.00054915542763984, 0.018666850697526348, 0.02267404430936708, -0.00035830087086205953, 0.007250633557136096, 0.014331936812499446
10.34, -0.0031836786516682833, -0.0001712836048274397, 0.018758344242170776, -0.013524689844924186, -0.00021160013932539553, 0.007360523248102411, -0.0033429677158682836
10.36, -0.0032333536111747224, 0.00020117834204699098, 0.01804744285869945, -0.057565448502208655, -6.678968273699721e-05, 0.00703395166921361, -0.02931419017301229
10.38, -0.003281865690118575, 0.0005506141095205382, 0.01641758032338975, -0.10542080502876089, 6.597615252199772e-05, 0.006140113852152143, -0.060069591533134625
10.4, -0.003329184913884603, 0.0008578815549825811, 0.013948209650487152, -0.14151626226149908, 0.00017539566072188284, 0.00473339444100983, -0.08060234958109702
10.42, -0.0033752781466769633, 0.0011085424955400243, 0.010970215417623322, -0.15628316102488402, 0.0002538530026511243, 0.0031078359031775234, -0.08195350420213376
10.44, -0.003420109623250283, 0.001296690171687514, 0.00761971578927339, -0.1787668018101091, 0.00029884436816758343, 0.0013525680631351592, -0.09357327980210273
10.46, -0.003463641572069799, 0.0014133311271109599, 0.003644901846270199, -0.21871459249020994, 0.00030506148186912, -0.0008368362730188082, -0.125367153813294
10.48, -0.003505834908601329, 0.0014424862455383219, -0.0007989998095041695, -0.2256755730872269, 0.0002631301416375564, -0.0033623569505639842, -0.1271849139412235
10.5, -0.0035466499755653375, 0.001381371134730793, -0.004931022562964404, -0.1875267022587965, 0.0001731020936910515, -0.005507644151435529, -0.08734380614593096
10.52, -0.003586047305895372, 0.0012452453430197457, -0.008114018618466636, -0.13077290329142682, 4.913205052260288e-05, -0.006706780110936925, -0.03256978980420877
10.54, -0.003623988383841457, 0.0010568103899921276, -0.010439401415041984, -0.10176537636610773, -8.994433688195059e-05, -0.007122199990767083, -0.008972198178806678
10.56, -0.003660436380148534, 0.0008276692864180663, -0.01242481499966168, -0.09677598209586177, -0.0002344068624320335, -0.007335256869190203, -0.012333489663505226
10.58, -0.0036953568384893104, 0.0005598177900056604, -0.014273408161387039, -0.08808333407667428, -0.000383724638347123, -0.0076038177522479685, -0.014522598642271234
10.6, -0.003728718292286609, 0.00025673295996258476, -0.016036463008428814, -0.08822215062750313, -0.000539579120476309, -0.008025310828459262, -0.027626708978857994
10.62, -0.003760492793647034, -8.164073033149218e-05, -0.017657075364318896, -0.07383908496150508, -0.0007056268944243233, -0.008580277345495045, -0.027869942724719987
10.64, -0.0037906563392522664, -0.00044955005461017115, -0.018526920594401884, -0.013145438046793415, -0.0008798318346212644, -0.008691486911303866, 0.016748986143837907
10.66, -0.0038191891816066765, -0.0008227175541075675, -0.017835675330632503, 0.08226996442373125, -0.001045105508205102, -0.007575567076406288, 0.09484299734591994
10.68, -0.003846076017899559, -0.0011629770678354713, -0.015393433641335084, 0.1619542045060108, -0.0011735375049459738, -0.005062095331777374, 0.15650417711697173
10.7, -0.003871306052778103, -0.0014384548997609708, -0.011800167911293154, 0.19737236849818218, -0.0012423067877353697, -0.0017562435260243528, 0.17408100345833066
10.72, -0.003894872935411524, -0.0016349837842871975, -0.008041781079147459, 0.17846631471638724, -0.0012449859160089242, 0.001369807776432217, 0.13852412678732634
10.74, -0.003916774575225922, -0.0017601261429268692, -0.005041354810390039, 0.12157631215935476, -0.0011946487531160489, 0.003425717613193602, 0.06706685688881209
10.76, -0.003937012844477628, -0.001836637976702799, -0.0028764931879961893, 0.09490985008003025, -0.0011153055119447722, 0.004379382380416178, 0.02829961983344531
10.78, -0.003955593179292524, -0.0018751858704467168, -0.000717566730483167, 0.12098279567127197, -0.001020966521700534, 0.005109087577468906, 0.04467089987182726
10.8, -0.003972524093825759, -0.0018653406459221257, 0.0021117126980238193, 0.16194514717942665, -0.0009076080048155363, 0.006338893379093577, 0.07830968029063956
10.82, -0.0039878166247012655, -0.001790717362525764, 0.0056921745366510295, 0.19610103668329437, -0.000763210619910256, 0.008198724174698484, 0.10767339926985064
10.84, -0.0040014837248029764, -0.0016376536644560845, 0.009739213608720565, 0.2086028705236591, -0.000577003757092079, 0.010456847080631078, 0.11813889132340849
10.86, -0.004013539626759033, -0.0014011488181769414, 0.013700672280917483, 0.18754299669603264, -0.00034557862285701513, 0.012618687060763342, 0.09804510668981736
10.88, -0.0040239991970576336, -0.0010896267732193852, 0.016940832430481736, 0.13647301826039246, -7.672476774426239e-05, 0.014110253078488054, 0.05111149508265278
10.9, -0.004032877301651198, -0.000723515520957672, 0.018786043213973803, 0.048048060088813994, 0.00021030062552692726, 0.01432218788287581, -0.029918014643877555
10.92, -0.004040188203159184, -0.00033818504466043303, 0.018876998385864853, -0.03895254289970932, 0.00048565790189040536, 0.01295839583520887, -0.10646119012281652
10.94, -0.0040459450084045665, 3.156441447692212e-05, 0.01758197974211954, -0.0905493214748218, 0.0007209545979877012, 0.010442324645404804, -0.14514592885759026
10.96, -0.004050159183070127, 0.00036509414502434854, 0.015846236792214453, -0.08302497351568676, 0.0009022369130267747, 0.007759157253627312, -0.12317081032015942
10.98, -0.004052840147810412, 0.0006654138861655003, 0.014342713955264928, -0.06732731017926587, 0.0010348480863190041, 0.005605069589781393, -0.09223795606443241
11.0, -0.004053994967290952, 0.0009388027032349456, 0.0127298758748611, -0.09395649786111678, 0.0011277738899182536, 0.0036511109209689447, -0.10315791081681236
11.02, -0.00405362814044673, 0.0011746089211599443, 0.010462685731673221, -0.13276251645767104, 0.0011786364758151827, 0.0013587451507695893, -0.12607866620312336
11.04, -0.004051741496864184, 0.0013573101325018745, 0.007459872978387536, -0.16751875887089762, 0.0011793167266986838, -0.0013546660069827772, -0.14526244957211326
11.06, -0.004048334200707091, 0.0014730038402954457, 0.00401105794150101, -0.1773627448177549, 0.001123489680853704, -0.004212100367060285, -0.14048098643563733
11.08, -0.004043402860139438, 0.001517752450161915, 0.0005230102342357627, -0.17144202590876986, 0.0010124172408785223, -0.00683185539780031, -0.12149451663836475
11.1, -0.004036941736858202, 0.0014939242496648762, -0.0027709850877113452, -0.1579575062859409, 0.000853115885033163, -0.00901654741481963, -0.0969746850635671
11.12, -0.00402894304724044, 0.0014069130466534611, -0.00578676433496635, -0.14362041843955947, 0.0006549242077146784, -0.010725909917497754, -0.0739615652042449
11.14, -0.004019397343827011, 0.0012624536762662222, -0.00835839866818053, -0.11354301488185857, 0.0004280199622152175, -0.011844201337881182, -0.037867576834097694
11.16, -0.004008293963492969, 0.00107257709992624, -0.010294517614228558, -0.08006887972294453, 0.00018600485005826301, -0.012235188379439835, -0.0012311273217671115
11.18, -0.00399562152676041, 0.0008506729716970799, -0.011652484378444364, -0.055727796698636305, -5.730109680245616e-05, -0.012013203997010537, 0.02342956556469744
11.2, -0.003981368471345431, 0.0006064777247884654, -0.01229010091615782, -0.008033857072709037, -0.00028986961828512796, -0.011093165884026672, 0.06857424573368975
11.22, -0.003965523602230811, 0.00035906893505076716, -0.01193813640418477, 0.04323030827001412, -0.0004949579784232682, -0.009262664710004585, 0.1144758716685188
11.24, -0.003948076640335812, 0.00012895226862107462, -0.010790008313932264, 0.07158250075523617, -0.0006559473749906981, -0.0067678387817905125, 0.1350067211528887
11.26, -0.003929018752210544, -7.253139750652344e-05, -0.009262370569714566, 0.08118127366653356, -0.0007643152126446684, -0.004069565296043391, 0.134820627421824
11.28, -0.003908343044093212, -0.00024154255416750808, -0.00787967923384526, 0.057087859920397166, -0.0008210912348381754, -0.0017254790111575174, 0.09958800106676358
11.3, -0.0038860450050952327, -0.00038771856686033385, -0.007138532283967471, 0.017026835067381788, -0.0008391471827342499, -0.0002533141727637683, 0.04762848277261139
11.32, -0.003862122886166947, -0.0005270838455262069, -0.006896619687783587, 0.007164424551006588, -0.0008361694161667429, 0.00047700850292746303, 0.025403784796511744
11.34, -0.0038365780037768814, -0.0006635833543716773, -0.006290542268082912, 0.053443317419060894, -0.0008193182449605706, 0.001319620827105798, 0.058857447621321696
11.36, -0.0038094149598307176, -0.0007787055362495234, -0.004685131687981738, 0.10709774059105653, -0.0007784511005225631, 0.0029022555352763058, 0.09940602319572905
11.38, -0.0037806417721735347, -0.0008509886218909468, -0.0024677287549235093, 0.11464255271476628, -0.000700871336637615, 0.004838393280232327, 0.09420775129987269
11.4, -0.003750269912966918, -0.0008774146864464638, -0.0002643372896228417, 0.10569659381530049, -0.0005866405154798894, 0.006515759100195459, 0.07352883069644012
11.42, -0.0037183142552144727, -0.0008615621134758605, 0.0019043035252900588, 0.11116748767598955, -0.00044194777614121915, 0.007937104393445213, 0.06860569862853505
11.44, -0.0036847929306295497, -0.0008012425454348614, 0.004350952811811273, 0.1334974409761318, -0.000268589239497188, 0.009443514723428893, 0.08203533436983301
11.46, -0.0036497271048051803, -0.0006875240010034096, 0.007037917124649709, 0.1351989903077119, -6.367265592937231e-05, 0.011030104744616239, 0.07662366774890073
11.48, -0.0036131406781730476, -0.000519725860448873, 0.009224732969372972, 0.08348259416461438, 0.0001684870567505818, 0.011997510735271626, 0.02011693131663783
11.5, -0.0035750599234490657, -0.0003185346822284907, 0.010199148393692336, 0.013958948267321983, 0.0004076862458317756, 0.011683687578469437, -0.05149924699685737
11.52, -0.003535513072093249, -0.00011175992470117959, 0.010012019987479354, -0.0326717888886201, 0.0006279875597978604, 0.010192814407942428, -0.09758807005584424
11.54, -0.0034945298637088537, 8.194611727068347e-05, 0.009133048304735606, -0.055225379385754544, 0.0008110146641868673, 0.008044317543024627, -0.11726161643593658
