Time(s),Displacement(inch),Velocity(inch/s),Acceleration(inch/s^2)
12.72,0.0025411512071164283,0.0060578313503290605,-0.17732019579739822
12.74,0.0026278399654756962,0.002660853011206088,-0.16237763811489936
12.76,0.0026526114615190426,1.779476523881537e-05,-0.101928186481828
12.78,0.002636238995894643,-0.0014721775093193795,-0.04706904097399144
12.8,0.002599813062141386,-0.00204884463460984,-0.01059767155505454
12.82,0.0025572602092208798,-0.002179261953305627,-0.002444060314524144
12.84,0.00251236260507143,-0.0023516761126610203,-0.014797355621015182
12.86,0.0024594617059613957,-0.003083809084973003,-0.058415941610182986
12.88,0.0023832529483386335,-0.004679536057366432,-0.10115675562915971
12.9,0.0022694749645019393,-0.006696057904479749,-0.10049542908217209
12.92,0.0021171511196159507,-0.008451506633117048,-0.07504944378155763
12.94,0.0019335329463135984,-0.009889218291303176,-0.06872172203705514
12.96,0.0017190391661485104,-0.011708413221786307,-0.1131977710112575
12.98,0.0014606502740898307,-0.01420952965511679,-0.13691387232178992
13.0,0.001149527794663965,-0.016880173880428378,-0.13015055020936844
13.02,0.0007865755521382854,-0.019380983115901525,-0.11993037333794582
13.04,0.0003772014832441582,-0.021444840368936555,-0.08645535196555622
13.06,-6.432722783451514e-05,-0.02247507240427232,-0.01656785156802006
13.08,-0.0005128397639663878,-0.022161057095556068,0.04796938243964649
13.1,-0.0009439224441237186,-0.02081998165688396,0.08613816142756524
13.12,-0.0013427287957158698,-0.01904237103933037,0.09162290032779465
13.14,-0.0017064233561158969,-0.01738567098462132,0.07404710514311126
13.16,-0.0020392900309623703,-0.01589913030915945,0.0746069624030766
13.18,-0.0023421410045321093,-0.014375455041172722,0.07776056439559664
13.2,-0.0026139015499230043,-0.012790777370244788,0.08070720269719772
13.22,-0.0028532487433433245,-0.01112759629953039,0.0856109043742424
13.24,-0.0030563048751456718,-0.009059336215033768,0.1212151040754201
13.26,-0.0032100725195683406,-0.0061586252740870005,0.16885599001925672
13.28,-0.0032991349277152276,-0.002730670574051663,0.17393947998427728
13.3,-0.003319944392937264,0.0006005265649551019,0.1591802339163993
13.32,-0.0032767145414671493,0.003691622251443037,0.14992933473239417
13.34,-0.003173273499513248,0.006633618442875151,0.14427028441081696
13.36,-0.0030122062885576508,0.009450141913481194,0.13738206264978683
13.38,-0.0027961854625374104,0.012129019449575847,0.13050569095967798
13.4,-0.0025258436842628823,0.01498817093243074,0.15540945732581066
13.42,-0.002192934556916997,0.018405932663763166,0.18636671580743067
13.44,-0.0017885923997207629,0.0219757910938345,0.17061912719970249
13.46,-0.001318710815093019,0.024824464234495545,0.11424818686640181
13.48,-0.0008037104475948143,0.0264586447870756,0.04916986839160254
13.5,-0.0002700577809035522,0.026638911745622083,-0.03114317253695615
13.52,0.00025172240254075617,0.02530063575077166,-0.10268442694808796
13.54,0.0007352234589295827,0.022950731226261564,-0.132306025502922
13.56,0.001166545051844005,0.020119836739669425,-0.15078342315629192
13.58,0.00153604394742001,0.01669299508862479,-0.1919007419481722
13.6,0.0018275908070041983,0.012265046179860408,-0.2508941489282667
13.62,0.00202086476539852,0.006969942888710086,-0.2786161801867663
13.64,0.002105197689425223,0.0014962146284530152,-0.26875664583894093
13.66,0.002083203304661699,-0.003604020513045255,-0.2412668683108861
13.68,0.0019651860931080827,-0.008081872023843098,-0.20651828276889803
13.7,0.001765797411545509,-0.011679375359010926,-0.1532320507478842
13.72,0.001505176311851007,-0.014202093728674607,-0.0990397862184841
13.74,0.0012054000901715418,-0.01557184793238574,-0.037935634152627885
13.76,0.0008912336845957797,-0.01560190863006654,0.034929564384548625
13.78,0.0005896583205566001,-0.014381782989589352,0.0870829996631706
13.8,0.0003211468996994119,-0.012383977146031235,0.11269758469264216
13.82,9.702819711635214e-05,-0.009976826942322912,0.1280174356781903
13.84,-7.765417349037793e-05,-0.007528876063145588,0.1167776522395424
13.86,-0.00020604099536128596,-0.005368047676740458,0.09930518640097123
13.88,-0.00029314990551308225,-0.0033232930332982376,0.10517027794325093
13.9,-0.00033653503572948865,-0.0009128862452970054,0.13587040085687244
13.92,-0.00032558995533243766,0.00210883054158294,0.16630127783112206
13.94,-0.00024948861724845826,0.005534526851119809,0.17626835312256464
13.96,-0.00010596722187089234,0.00869647207316963,0.13992616908241723
13.98,9.006548305153472e-05,0.010612699901200628,0.051696613720682065
14.0,0.0003087827966275141,0.011065231096788824,-0.006443494161862802
14.02,0.0005266064840144837,0.010607525856086413,-0.0393270299083783
14.04,0.0007286231537905349,0.009480719053318645,-0.07335365036839894
14.06,0.0009014773745682788,0.007700231513708278,-0.10469510359263817
14.08,0.0010313281572611561,0.0051241054124414095,-0.1529175065340491
14.1,0.0011002263934843943,0.0016156996739434381,-0.19792306731574805
14.12,0.0010921223462031322,-0.002467775766918739,-0.21042447677046966
14.14,0.0010027725275252603,-0.006362676500138608,-0.1790655965515173
14.16,0.0008444401801088769,-0.009233843146665113,-0.10805106810113284
14.18,0.0006414763826409196,-0.010896372645852054,-0.05820188181756101
14.2,0.00041336945973764267,-0.011841274325611807,-0.03628828615841388
14.22,0.0001716882504169385,-0.012206749885297878,-0.0002592698101918168
14.24,-6.881132089000623e-05,-0.011658843227344031,0.05504993560557698
14.26,-0.0002882725222824856,-0.01015199311023962,0.09563507610486446
14.28,-0.0004715580338237479,-0.008145191271758744,0.10504510774322293
14.3,-0.0006131447978061162,-0.005998083131269987,0.10966570630565332
14.32,-0.0007118235493433959,-0.003902303531108503,0.09991225371049517
14.34,-0.0007710598741331372,-0.00207996419334916,0.0823216800654393
14.36,-0.0007966491768413113,-0.0005016838201821474,0.075506357251262
14.38,-0.0007919339574210983,0.00095558698088361,0.07022072285531372
14.4,-0.0007580297383969586,0.0024722516633005993,0.08144574538638502
14.42,-0.0006918121234352114,0.004173681463797036,0.08869723466325845
14.44,-0.0005910936361957001,0.005873437811700038,0.08127840012704184
14.46,-0.0004594963816332553,0.007179928559696214,0.049370674672575394
14.48,-0.00030934408213418175,0.007669281058742863,-0.00043542476791073653
14.5,-0.00015830473537961376,0.007321694143378577,-0.034323266768518094
14.52,-1.999200518232963e-05,0.006446753910520645,-0.05317075651727535
14.54,9.746759663312315e-05,0.005257140016449378,-0.0657906328898516
14.56,0.0001887268566675493,0.0038325153011636785,-0.0766718386387184
14.58,0.0002501025291701262,0.0023080386594463696,-0.07577582553301272
14.6,0.00028113052815720475,0.0007958807844991679,-0.07543996196170748
14.62,0.000280967633434929,-0.0008617961577226286,-0.09032773226047218
14.64,0.0002447981317150784,-0.0027985556199276087,-0.10334821396002584
14.66,0.00016818189667521983,-0.004861841876523312,-0.10298041169954435
14.68,5.045545046504489e-05,-0.0069054790614841745,-0.10138330679654164
14.7,-0.00010782885686033743,-0.008917854907873586,-0.09985427784239881
14.72,-0.0003053694819203704,-0.01079684116483379,-0.08804434785362134
14.74,-0.0005380110987205576,-0.012422116711824267,-0.07448320684542609
14.76,-0.0007995424415602413,-0.013640635933849772,-0.04736871535712382
14.78,-0.0010779138569451394,-0.014000753286463934,0.011356980095708975
14.8,-0.001351018833024405,-0.013077809639919072,0.08093738455877794
14.82,-0.0015935355805891064,-0.011031266700454869,0.12371690938764286
14.84,-0.0017883465643834299,-0.008396283262115153,0.13978143444632904
14.86,-0.0019283867807909302,-0.005611280281358016,0.13871886362938515
14.88,-0.00201250260762985,-0.0027820020994158263,0.14420895456483385
14.9,-0.0020381659418116423,0.0002724145259144502,0.16123270796819383
14.92,-0.0020003971860284853,0.003508157235962775,0.1623415630366385
14.94,-0.0018995977011176906,0.006480192634327203,0.13486197679980388
14.96,-0.001745764539459684,0.008765969212048565,0.09371568097233195
14.98,-0.0015536952939307022,0.010341291595526814,0.06381655737549255
